Date,Date,Time,Open,High,Low,Close,Volume,Level,Dividends,Stock_Splits,Weekday,MA5,MA10,MA20,MA50,BB_Middle,BB_Upper,BB_Lower,RSI,MACD,MACD_Signal,MACD_Histogram,Volume_MA,Volume_Ratio,Price_Change,High_Low_Range
2023-01-01 00:00:00-05:00,2023-01-01,00:00:00,128.46819253322403,129.0795653673567,122.4431638093713,127.81736755371094,369948500,1wk,0.0,0.0,6,,,,,,,,,0.0,0.0,0.0,,,,0.05192096884014361
2023-01-08 00:00:00-05:00,2023-01-08,00:00:00,128.65553264067182,133.04364272167805,126.33820847321671,132.8858642578125,333335200,1wk,0.0,0.0,6,,,,,,,,,0.11371627220742653,0.06317570678190362,0.050540565425522904,,,0.03965420976121803,0.050460101876991965
2023-01-15 00:00:00-05:00,2023-01-15,00:00:00,132.95492062754568,136.68235095350065,131.90966445789277,135.95263671875,271823400,1wk,0.0,0.0,6,,,,,,,,,0.23999753248338607,0.1356436681349702,0.10435386434841587,,,0.023078244462388042,0.03510550888013519
2023-01-22 00:00:00-05:00,2023-01-22,00:00:00,136.19915934679312,145.18246711281154,135.98221768465643,143.90054321289062,338655600,1wk,0.0,0.0,6,,,,,,,,,0.578507131800535,0.2856651666666656,0.29284196513386945,,,0.058460848468741,0.0639347789990201
2023-01-29 00:00:00-05:00,2023-01-29,00:00:00,142.9440581223183,155.19133225252133,139.354679947508,152.35137939453125,480249700,1wk,0.0,0.0,6,138.58155822753906,,,,,,,,1.0865473740668392,0.5239095167976072,0.562637857269232,,,0.058726923421951405,0.10394820426274262
2023-02-05 00:00:00-05:00,2023-02-05,00:00:00,150.44818371970064,153.07117909745259,147.14476686495271,148.9098663330078,330758800,1wk,0.23,0.0,6,142.80005798339843,,,,,,,,1.224363866117784,0.7137715899718245,0.5105922761459595,,,-0.022589313435825487,0.039798653900115714
2023-02-12 00:00:00-05:00,2023-02-12,00:00:00,149.07800878641822,154.391294188245,148.97925796607987,150.65817260742188,316792400,1wk,0.0,0.0,6,146.35451965332032,,,,,,,,1.3708589040163872,0.8800628596620836,0.4907960443543036,,,0.01174070138847827,0.03592261958644339
2023-02-19 00:00:00-05:00,2023-02-19,00:00:00,148.33730388638676,149.42366835355986,143.91286646196608,144.89059448242188,213742300,1wk,0.0,0.0,6,148.1421112060547,,,,,,,,1.1727418232011928,0.9503991184296607,0.22234270477153206,,,-0.03828254402121878,0.038034227903332656
2023-02-26 00:00:00-05:00,2023-02-26,00:00:00,145.87817855330138,149.23600736765022,142.11541567467538,149.15699768066406,273994900,1wk,0.0,0.0,6,149.1934020996094,,,,,,,,1.2293774954460162,1.014844507539304,0.21453298790671216,,,0.029445687716877833,0.04773890466888848
2023-03-05 00:00:00-05:00,2023-03-05,00:00:00,151.88279178712412,154.3616740763429,145.77943928176788,146.6584014892578,313350800,1wk,0.0,0.0,6,148.0548065185547,143.31818237304688,,,,,,,1.122966223831554,1.0390700484457853,0.08389617538576877,,,-0.016751451358357206,0.05851853495896471
2023-03-12 00:00:00-05:00,2023-03-12,00:00:00,145.9769526689644,154.79621636647911,145.86831621570633,153.07778930664062,410426600,1wk,0.0,0.0,6,148.88839111328124,145.84422454833984,,,,,,,1.3723196260099542,1.1119831518500423,0.2603364741599119,,,0.043771019949736756,0.05832263577368952
2023-03-19 00:00:00-04:00,2023-03-19,00:00:00,153.14689686563733,160.12920997936175,152.23829304234832,158.2626495361328,350100100,1wk,0.0,0.0,6,150.40928649902344,148.38190307617188,,,,,,,1.8212722627646656,1.2643087064377554,0.5569635563269102,,,0.03387075455542443,0.04985962866249033
2023-03-26 00:00:00-04:00,2023-03-26,00:00:00,157.95651533261287,162.95376161088404,154.04561842334613,162.85499572753906,267939700,1wk,0.0,0.0,6,154.00216674804688,151.07213897705077,,,,,,,2.3894810059932183,1.5024342569307272,0.8870467490624911,,,0.029017245729591856,0.05469984600559315
2023-04-02 00:00:00-04:00,2023-04-02,00:00:00,162.2328029024346,164.77092310312648,159.79343350580106,162.6179656982422,200156300,1wk,0.0,0.0,6,156.6943603515625,152.94388122558593,,,,,,79.64779229963264,2.7700210965345207,1.7676143695423427,1.002406726992178,,,-0.0014554667373756214,0.03060848520612886
2023-04-09 00:00:00-04:00,2023-04-09,00:00:00,159.41815638079942,164.25739832506682,157.7984953590606,163.16116333007812,263326300,1wk,0.0,0.0,6,159.99491271972656,154.0248596191406,,,,,,79.8344319766383,3.053896872221685,2.034252360360164,1.0196445118615212,,,0.003340329769245143,0.03958603159098421
2023-04-16 00:00:00-04:00,2023-04-16,00:00:00,163.04263480188843,166.0745694684642,161.99578278983208,162.9735107421875,249953100,1wk,0.0,0.0,6,161.97405700683595,155.43122406005858,,,,,,77.67831224709,3.2195348298794215,2.278174656527301,0.9413601733521206,,,-0.001150105724062489,0.025027298363133856
2023-04-23 00:00:00-04:00,2023-04-23,00:00:00,162.9537601477966,167.74361912541863,160.78104635973756,167.57571411132812,256340700,1wk,0.0,0.0,6,163.836669921875,157.12297821044922,,,,,,78.29156592032466,3.5907079886335964,2.546728620611451,1.0439793680221454,,,0.02823896563424344,0.04154881751573812
2023-04-30 00:00:00-04:00,2023-04-30,00:00:00,167.18067442549008,172.13842316096267,162.27230862938708,171.41748046875,360723200,1wk,0.0,0.0,6,165.54916687011718,159.77566680908203,,,,,,76.57014866965821,4.073109152544788,2.857604977579721,1.215504174965067,,,0.022925555637910655,0.057556058487128546
2023-05-07 00:00:00-04:00,2023-05-07,00:00:00,170.34097529270278,172.42480861099233,168.87933381599336,170.42987060546875,250062000,1wk,0.24,0.0,6,167.1115478515625,161.9029541015625,,,,,,70.39612264473804,4.330942936921872,3.1565812719373074,1.1743616649845645,,,-0.00576143028459275,0.020803130240041382
2023-05-14 00:00:00-04:00,2023-05-14,00:00:00,171.24912149191965,174.44347306887536,168.539352932992,173.22705078125,258634800,1wk,0.0,0.0,6,169.12472534179688,164.55981903076173,153.9390007019043,,153.9390007019043,179.98567800972,127.89232339408859,77.8393537619483,4.659737395717087,3.460718965566732,1.1990184301503555,305515720.0,0.8465515293288345,0.01641249955682067,0.03408313025740454
2023-05-21 00:00:00-04:00,2023-05-21,00:00:00,172.06008371430215,173.83033907498685,168.63827411531918,173.49407958984375,250355000,1wk,0.0,0.0,6,171.2288391113281,166.60144805908203,156.22283630371095,,156.22283630371095,180.58105305226877,131.86461955515313,77.06135291033036,4.875590438234781,3.746327534185627,1.129262904049154,299536045.0,0.8358092596168184,0.0015414960157171809,0.029926467646286276
2023-05-28 00:00:00-04:00,2023-05-28,00:00:00,175.00716626442113,179.77396735384346,174.62147070928032,178.953125,286488400,1wk,0.0,0.0,6,173.5043212890625,168.67049560546874,158.5261993408203,,158.5261993408203,182.29803171882315,134.75436696281747,90.66263984873932,5.350784175054315,4.069604223298993,1.2811799517553224,297193705.0,0.9639786953091756,0.03146531237873895,0.028792437374665258
2023-06-04 00:00:00-04:00,2023-06-04,00:00:00,180.6146123076408,182.90900236541506,175.36321262107055,178.96304321289062,347854400,1wk,0.0,0.0,6,175.01343383789063,170.28130035400392,160.67671966552734,,160.67671966552734,183.61750923596458,137.7359300950901,89.60639130048658,5.656558833251836,4.38887981573521,1.2676790175166257,300995255.0,1.1556806767601702,5.542352440413012e-05,0.04216395524392266
2023-06-11 00:00:00-04:00,2023-06-11,00:00:00,179.2696336707494,184.92651290759443,178.97294124552118,182.8793487548828,333356300,1wk,0.0,0.0,6,177.50332946777343,172.30743865966798,162.62565994262695,,162.62565994262695,186.1802033733074,139.0711165119465,96.3829600982927,6.096515531285803,4.7320274276264005,1.3644881036594025,300730290.0,1.1084892712337024,0.021883319995477768,0.03255464164000795
2023-06-18 00:00:00-04:00,2023-06-18,00:00:00,182.3749949427905,185.4902278994243,180.57507183689214,184.61993408203125,203677100,1wk,0.0,0.0,6,179.7819061279297,174.45331573486328,164.23908767700195,,164.23908767700195,189.2085541896065,139.2696211643974,95.89052408738253,6.487937704286054,5.0845412424976075,1.4033964617884465,286901660.0,0.7099195591966948,0.009517670196219852,0.026623105933664973
2023-06-25 00:00:00-04:00,2023-06-25,00:00:00,184.76824632167248,192.33381899614628,183.18589702577145,191.82945251464844,281596800,1wk,0.0,0.0,6,183.44898071289063,177.3389099121094,166.38506698608398,,166.38506698608398,193.12215491199692,139.64797906017105,96.11915741488487,7.222833813921994,5.5134961935719975,1.7093376203499968,284443560.0,0.989991828255841,0.03905059585501647,0.04768778647103876
2023-07-02 00:00:00-04:00,2023-07-02,00:00:00,191.64157164524596,191.74047414794273,187.11211166707199,188.57577514648438,170287800,1wk,0.0,0.0,6,185.3735107421875,179.438916015625,168.28094711303712,,168.28094711303712,195.69145788554897,140.87043634052526,86.68870784841646,7.4803939845283764,5.907829190446167,1.5725647940822096,277118330.0,0.6144948982624138,-0.016961302477343065,0.024543780754847585
2023-07-09 00:00:00-04:00,2023-07-09,00:00:00,187.17145075475,189.5845269993794,184.54081616270315,188.58567810058594,250269000,1wk,0.0,0.0,6,187.29803771972655,181.1557357788086,170.4657012939453,,170.4657012939453,196.97709692327192,143.9543056646187,87.28251392217602,7.594742331868275,6.24586567638791,1.3488766554803648,278944665.0,0.8971994499339143,5.2514455230801005e-05,0.02674493040763189
2023-07-16 00:00:00-04:00,2023-07-16,00:00:00,189.78231711722623,196.0424653874855,189.11971258876892,189.82188415527344,310848600,1wk,0.0,0.0,6,188.6865447998047,183.09493713378907,172.4989456176758,,172.4989456176758,198.35879575035742,146.63909548499416,87.5306465865921,7.684752736754575,6.534089092595221,1.150663644159354,280787350.0,1.1070605566810614,0.0065551428249399635,0.03646972966011544
