Date,Date,Time,Open,High,Low,Close,Volume,Level,Weekday,MA5,MA10,MA20,MA50,BB_Middle,BB_Upper,BB_Lower,RSI,MACD,MACD_Signal,MACD_Histogram,Volume_MA,Volume_Ratio,Price_Change,High_Low_Range
2025-01-28,2025-01-28,00:00:00,230.03341371427896,239.3403714135585,229.99354669273774,237.4171905517578,75707600,1d,1,226.87261962890625,228.2317916870117,,,,,,43.72204767221544,-1.4565733431488752,-1.758340343948637,0.3017670007997617,,,0.03654404686966739,0.03936877822157162
2025-01-29,2025-01-29,00:00:00,233.2918357915463,239.01153699982427,233.1822242894862,238.5133056640625,45486100,1d,2,229.96763610839844,228.83764190673827,,,,,,47.25908271159023,-0.7609454856315949,-1.5552019564197088,0.7942564707881139,,,0.00461683128234025,0.024440199233783905
2025-01-30,2025-01-30,00:00:00,237.825723654139,239.93821947161274,236.37089679279623,236.74954223632812,55658300,1d,3,232.7437744140625,228.8097412109375,,,,,,45.2036822400677,-0.3302366627790434,-1.3066265485256066,0.9763898857465632,,,-0.0073948219485020505,0.015067917957178293
2025-01-31,2025-01-31,00:00:00,246.31561143302469,246.31561143302469,232.61424963135997,235.16519165039062,100959800,1d,4,235.37842407226563,229.58100433349608,233.75718002319337,,233.75718002319337,248.64918522990394,218.8651748164828,49.13283816936807,-0.09755884592379971,-1.061992570262272,0.9644337243384722,60008820.0,1.6824160181786612,-0.006692095667732989,0.05826271186440682
2025-02-03,2025-02-03,00:00:00,229.1764524471141,231.00994009075862,224.90161912474946,227.2034454345703,73063300,1d,0,235.00973510742188,229.38470153808595,232.96798095703124,,232.96798095703124,247.46816911965678,218.4677927944057,44.14298234139227,-0.4433597399804796,-0.9371142045798703,0.49375446459939065,60874950.0,1.2002194662993564,-0.03385597230587034,0.026884807817618348
2025-02-04,2025-02-04,00:00:00,226.44613087124998,232.3053359547129,225.84824721606736,231.97650146484375,45067300,1d,1,233.92159729003907,230.39710845947266,232.44184799194335,,232.44184799194335,246.2321324793097,218.65156350457698,49.58777046234516,-0.3856408370071165,-0.825999650367552,0.4403588133604355,61116110.0,0.7374045893954966,0.021007850568216746,0.027835098373634633
2025-02-05,2025-02-05,00:00:00,227.72160926815613,231.84696405052938,227.46253445166022,231.64767456054688,39620300,1d,2,232.54847106933593,231.2580535888672,231.81756439208985,,231.81756439208985,244.46219476581746,219.17293401836224,44.996315071202694,-0.3586450984607268,-0.7319737087924185,0.37332861033169173,60844845.0,0.6511693800847056,-0.0014175009202245237,0.01892714704426347
2025-02-06,2025-02-06,00:00:00,230.47183871784506,232.9729696905443,229.61488023403817,232.39501953125,29925300,1d,3,231.6775665283203,232.2106704711914,231.36965408325196,,231.36965408325196,243.20051348104815,219.53879468545577,55.4988949887937,-0.2820672862873437,-0.6415654835185948,0.3594981972312511,60298310.0,0.49628754106043765,0.0032262139998637807,0.014449920068336754
2025-02-07,2025-02-07,00:00:00,231.77720359418535,233.1722451327125,226.4560818290891,226.8247833251953,39707200,1d,4,230.00948486328124,232.69395446777344,230.6188201904297,,230.6188201904297,241.52102602748144,219.71661435337793,47.60056999068465,-0.606363598662881,-0.6344984078905899,0.028134809227708835,60402225.0,0.6573797571198743,-0.02396882780573384,0.02960947743525248
2025-02-10,2025-02-10,00:00:00,229.0094413336025,230.02693972945139,226.64521806905947,227.0941162109375,33115600,1d,0,229.98761901855468,232.4986770629883,230.17291717529298,,230.17291717529298,240.873970672612,219.47186367797397,56.27715151858464,-0.8327941416121121,-0.6742777804112149,-0.15851636120089718,58972460.0,0.5615434730041785,0.0011874050171847284,0.014891278192565714
2025-02-11,2025-02-11,00:00:00,227.64279618723114,234.6556296697615,227.57297502290857,232.052001953125,53718400,1d,1,230.00271911621093,231.962158203125,230.09697494506835,,230.09697494506835,240.71775184541235,219.47619804472436,59.89998903961926,-0.6480588541219561,-0.6690212857290793,0.02096243160712319,59176845.0,0.9077604593485847,0.021831854672898388,0.030521842463068497
2025-02-12,2025-02-12,00:00:00,230.63545743654387,236.38140252594314,230.11672290007743,236.29161071777344,45243300,1d,2,230.93150634765624,231.7399887084961,230.2888153076172,,230.2888153076172,241.2228990236352,219.3547315915992,63.53253010565439,-0.19330999137136473,-0.573694638304947,0.3803846469335823,59467245.0,0.7608104259748371,0.018270080537830635,0.02651249279157964
2025-02-13,2025-02-13,00:00:00,236.33153226758247,241.74826634141837,234.99480784534867,240.94024658203125,53614100,1d,3,232.6405517578125,232.1590591430664,230.48440017700196,,230.48440017700196,242.04792079710055,218.92087955690337,67.75311059288546,0.4988521829689603,-0.3588528224427049,0.8577050054116652,60156350.0,0.8912458950717589,0.01967330050413918,0.028029599005869675
2025-02-14,2025-02-14,00:00:00,240.66092045804314,244.9504238462646,240.40156080072015,244.00274658203125,40896200,1d,4,236.07614440917968,233.04281463623047,231.3119094848633,,231.3119094848633,244.24904084773374,218.37477812199285,65.14556880851609,1.255836562969563,-0.035514672117735666,1.2913512350872987,58613205.0,0.6977301445979622,0.01271062034444026,0.018642671483270305
2025-02-18,2025-02-18,00:00:00,243.55383619329416,244.58131995427482,241.2494791133952,243.87306213378906,48822500,1d,1,239.43193359375,234.70977630615235,232.04723892211913,,232.04723892211913,246.09505178598678,217.9994260582515,57.847540785355044,1.8230287310050528,0.3365624958860025,1.4864662351190503,57629915.0,0.8471728615251298,-0.0005314876576546501,0.013662192993877099
2025-02-19,2025-02-19,00:00:00,244.06260076305156,245.40929524371262,242.56626341463,244.27207946777344,32204200,1d,2,241.87594909667968,235.9393341064453,233.168221282959,,233.168221282959,247.36792909288903,218.96851347302896,57.12085185997201,2.2744839351608164,0.7244541031339347,1.5500298320268817,54336605.0,0.5926796493818486,0.001636168138018812,0.011638791610064923
2025-02-20,2025-02-20,00:00:00,244.34191013103748,246.1774135823035,243.69348816231408,245.229736328125,32316900,1d,3,243.66357421875,237.29754028320312,234.27779693603514,,234.27779693603514,248.61208198046046,219.94351189160983,60.69924194820236,2.671988400539476,1.1142079984947404,1.5577804020447357,52746125.0,0.6126876618898545,0.003920451581851392,0.010128973170961002
2025-02-21,2025-02-21,00:00:00,245.34944139409683,248.08275639920348,244.6212281548445,244.95042419433594,53197400,1d,4,244.46560974121093,238.5530807495117,235.38187561035156,,235.38187561035156,249.4145579957836,221.3491932249195,62.766173884411764,2.9311486432522997,1.4777804805963173,1.4533681626559825,52394255.0,1.0153288752745888,-0.0011389815035128814,0.014131546233260328
2025-02-24,2025-02-24,00:00:00,244.3319283268952,248.25234005966587,243.82317911276243,246.49664306640625,51326400,1d,0,244.96438903808593,240.5202667236328,236.60711059570312,,236.60711059570312,249.98089158648241,223.23332960492382,80.23129204206754,3.215767656616606,1.8255189752920624,1.3902486813245436,52225680.0,0.9827808848060954,0.006312374747486027,0.01796844326886115
2025-02-25,2025-02-25,00:00:00,247.3944454522674,249.38956194785018,244.3119941197594,246.43678283691406,48013300,1d,1,245.47713317871094,242.45453338623048,237.4766052246094,,237.4766052246094,251.04064973929155,223.91256070992722,76.58519069193329,3.3968746465002937,2.139892129455007,1.2569825170452869,49883175.0,0.9625149161014711,-0.00024284399473972762,0.02060393651320714
2025-02-26,2025-02-26,00:00:00,243.7333937698084,244.3818005030484,238.5460942392985,239.77308654785156,44433600,1d,2,244.57733459472655,243.2266418457031,237.59440002441406,,237.59440002441406,251.1971356327955,223.99166441603262,62.11627190513528,2.996172569381571,2.3111926896083372,0.6849798797732336,48319475.0,0.919579527716309,-0.027040185366615344,0.024338454109966448
2025-02-27,2025-02-27,00:00:00,238.82541422357912,241.86796980219768,236.48114634623442,236.72056579589844,41153600,1d,3,242.87550048828126,243.26953735351563,237.50476303100587,,237.50476303100587,251.10562971408982,223.90389634792191,56.03516879925095,2.416683136593491,2.3322951618173744,0.0843879747761167,48102850.0,0.8555335078898652,-0.012730873159711109,0.022756043345248663
2025-02-28,2025-02-28,00:00:00,236.37142201455794,241.49887076126774,229.63790389196947,241.24948120117188,56833400,1d,4,242.13531188964845,243.3004608154297,237.72975997924806,,237.72975997924806,251.42656761509213,224.032952343404,70.72821079543834,2.2801732909327654,2.32186905530637,-0.04169576437360467,48161605.0,1.1800561879115117,0.019131905122169668,0.04916473523691313
2025-03-03,2025-03-03,00:00:00,241.19958958341564,243.43412542285543,235.53346633482454,237.4487762451172,47184000,1d,0,240.32573852539062,242.6450637817383,237.84393920898438,,237.84393920898438,251.4887050489351,224.19917336903367,63.50858585677618,1.856812733253122,2.228845425934477,-0.3720326926813553,45472815.0,1.0376309449942784,-0.015754251313333967,0.03327310931211151
2025-03-04,2025-03-04,00:00:00,237.1295800554318,239.4838181516717,234.10696453181083,235.35391235351562,53798100,1d,1,238.10916442871093,241.79314880371095,238.25146255493163,,238.25146255493163,251.0166445241249,225.48628058573837,54.65540446346051,1.3435613564094524,2.051769782117222,-0.7082084257077694,44509555.0,1.2086865393284656,-0.0088223823459046,0.022845822132688886
2025-03-05,2025-03-05,00:00:00,234.84515699420854,235.97240266650644,228.67026910680244,235.1643829345703,47227600,1d,2,237.1874237060547,240.88237915039062,238.41085662841797,,238.41085662841797,250.9232393822176,225.89847387461836,48.20580077622177,0.9117791590454942,1.8237522599173381,-0.9119731008718439,44617570.0,1.0584978070298314,-0.0008052953828132647,0.03105118840099044
2025-03-06,2025-03-06,00:00:00,233.86756011302523,237.27920752401755,232.59068676229822,234.75538635253906,45170400,1d,3,236.7943878173828,239.83494415283204,238.56624221801758,,238.56624221801758,250.79905071741632,226.33343371861883,38.619674636871004,0.5317477082759581,1.5653337625374733,-1.0335860542615152,44895075.0,1.0061326325883184,-0.0017391944176556873,0.01997194115358206
2025-03-07,2025-03-07,00:00:00,234.53591456798168,240.78062356819368,234.1867631010968,238.4862518310547,46273600,1d,4,236.2417419433594,239.18852691650392,238.8708038330078,,238.8708038330078,250.75502487503525,226.98658279098038,40.09315794925364,0.516405261953139,1.3555366399787763,-0.8391313780256373,45712490.0,1.0122747634180504,0.01589256603004152,0.027648807495066888
2025-03-10,2025-03-10,00:00:00,234.96486230654432,235.583358769024,223.6725108894593,226.92454528808594,72071200,1d,0,234.13689575195312,237.23131713867187,238.87579193115235,,238.87579193115235,250.73878930653783,227.01279455576687,28.422652118303617,-0.39709271084859665,1.004995501593363,-1.4020882124419596,47330690.0,1.5227160220989806,-0.04847955156408401,0.05248814254290387
2025-03-11,2025-03-11,00:00:00,223.26351528828414,225.2885573705892,216.91904404485373,220.30076599121094,76137400,1d,1,231.1262664794922,234.61771545410156,238.536124420166,,238.536124420166,252.08826220058717,224.98398663974484,23.657102191362398,-1.6220979988376314,0.47955849269958106,-2.1016564915372125,49481780.0,1.5386956572702113,-0.02918934700724396,0.03799130378906337
2025-03-12,2025-03-12,00:00:00,219.60246770742089,221.20853706339403,214.38524243690583,216.45018005371094,62547500,1d,2,227.3834259033203,232.2854248046875,237.75603332519532,,237.75603332519532,254.3373248408525,221.17474180953815,20.263865454537424,-2.8623959671628256,-0.18885103181101817,-2.6735449353518073,49923235.0,1.2528735367409585,-0.01747876781169988,0.031523626475131794
2025-03-13,2025-03-13,00:00:00,215.4227092543014,216.31053552178076,207.9110965632093,209.1680145263672,61368300,1d,3,222.26595153808594,229.53016967773436,236.399853515625,,236.399853515625,257.3474429828017,215.45226404844834,17.70214702362982,-4.368528939046911,-1.0248052556603402,-3.3437236833865707,50729485.0,1.209716597753752,-0.03364361039356367,0.04015642151402003
2025-03-14,2025-03-14,00:00:00,210.7341834889886,213.42758776028128,209.06826301296118,212.96871948242188,60107600,1d,4,217.16244506835938,226.70209350585938,235.00127716064452,,235.00127716064452,258.2780543963167,211.72449992497235,20.92058448766808,-5.201441887698479,-1.8601474850713375,-3.341294402627142,51054160.0,1.177330113745873,0.018170583894774106,0.020469319428292446
2025-03-17,2025-03-17,00:00:00,212.78914514941675,214.69448503570536,209.4573042902151,213.4774627685547,48073400,1d,0,214.47302856445313,224.30496215820312,233.4750129699707,233.50144012451173,233.4750129699707,258.22321094550466,208.72681499443675,21.634612354156104,-5.754546184506012,-2.639038341660051,-3.1155078428459606,51413020.0,0.9350433022607892,0.002388816946306438,0.024532710280373925
2025-03-18,2025-03-18,00:00:00,213.63706605687162,214.62463892519543,210.97358751075308,212.170654296875,42432400,1d,1,212.84700622558594,221.98663635253905,231.889892578125,232.88510467529298,231.889892578125,257.86458604512893,205.9151991111211,23.832038113346528,-6.224324135350287,-3.356103687836985,-2.8682204475133015,51093515.0,0.8304850429648459,-0.006121528964846634,0.017208088585774443
2025-03-19,2025-03-19,00:00:00,213.6969181399133,218.22582565599035,213.22806456968678,214.7144317626953,54385400,1d,2,212.4998565673828,219.94164123535157,230.4120101928711,232.32941009521485,230.4120101928711,256.78084148847927,204.0431788972629,28.934300803427078,-6.321676677298626,-3.9492237035160263,-2.3724529737826,52202575.0,1.041814508192364,0.011989299247109786,0.023276316572083743
2025-03-20,2025-03-20,00:00:00,213.46749271646212,216.9589465476154,211.70181037410745,213.5772247314453,48862900,1d,3,213.38169860839844,217.82382507324218,228.82938461303712,231.7182876586914,228.82938461303712,255.25305192574876,202.40571730032548,21.670753656812167,-6.414998771654041,-4.4423823209042625,-1.9726164507497783,53029875.0,0.9214221229071349,-0.005296369796450651,0.024614685297640392
2025-03-21,2025-03-21,00:00:00,211.04340788811464,218.30563028145062,210.764092813104,217.73703002929688,94127800,1d,4,214.33536071777343,215.7489028930664,227.46871490478514,231.2459637451172,227.46871490478514,253.1903928177692,201.74703699180108,29.96754995827054,-6.0878133584272405,-4.77147045226023,-1.3163429061670104,55076395.0,1.709040687938998,0.0194768206351692,0.034635989419585074
2025-03-24,2025-03-24,00:00:00,220.460369765545,220.93919345594836,218.04628066528426,220.19102478027344,44299500,1d,0,215.67807312011718,215.07555084228517,226.1534339904785,230.81295501708985,226.1534339904785,250.4278556178686,201.8790123630884,34.70208385354495,-5.568874774657274,-4.930952062604069,-0.6379227120532054,54725050.0,0.809492179541179,0.011270452024841005,0.01313819577138037
2025-03-25,2025-03-25,00:00:00,220.23093972638688,223.55281053469957,219.54262209652958,223.2036590576172,34493600,1d,1,217.88467407226562,215.36584014892577,224.99177780151368,230.55678466796874,224.99177780151368,247.32524982558118,202.65830577744617,38.58312466573373,-4.861460041465989,-4.917053606376154,0.05559356491016487,54049065.0,0.6381905033879864,0.013681912241200633,0.017966499541724856
2025-03-26,2025-03-26,00:00:00,222.96422035625233,224.47054292972726,219.93165022699972,220.9890594482422,34466100,1d,2,219.139599609375,215.8197280883789,224.0525764465332,230.30514892578125,224.0525764465332,245.3233448850991,202.78180800796733,37.29747827791206,-4.426430400713656,-4.818928671540481,0.39249827082682476,53550690.0,0.6436163567640305,-0.009921878605060552,0.02053899280833217
2025-03-27,2025-03-27,00:00:00,220.84940592957574,224.4406214835582,220.0214308095873,223.30340576171875,37094800,1d,3,221.0848358154297,217.23326721191407,223.38171844482423,230.1221209716797,223.38171844482423,243.79945503639883,202.96398185324963,35.61436517733246,-3.8524739111453528,-4.625637256620468,0.7731633454751154,53347750.0,0.6953395410303153,0.010472673711788838,0.01979007287818315
2025-03-28,2025-03-28,00:00:00,221.12873402087155,223.26350805320467,217.1484711493609,217.36793518066406,39818600,1d,4,221.01101684570312,217.67318878173828,222.18764114379883,229.72890869140625,222.18764114379883,240.93016850776908,203.44511377982857,39.86458100703312,-3.8276776294258923,-4.4660450254635755,0.6383673960376832,52497010.0,0.758492721775964,-0.02658029581236332,0.028132193917015914
2025-03-31,2025-03-31,00:00:00,216.48010744476517,225.06908447075043,215.7020132379398,221.58761596679688,65299300,1d,0,221.29033508300782,218.4842041015625,221.39458312988282,229.6116098022461,221.39458312988282,238.7057905876158,204.08337567214983,51.43812572153548,-3.431044542020004,-4.259044611547649,0.8280000695276453,53402775.0,1.2227697905211854,0.019412618437147255,0.04227253942844079
2025-04-01,2025-04-01,00:00:00,219.27326790744206,223.13381331282267,218.36548628233527,222.64501953125,36412700,1d,1,221.17860717773436,219.531640625,220.75913848876954,229.48118072509766,220.75913848876954,236.79918681061488,204.7190901669242,57.38406677771065,-2.99754162496464,-4.006743704911036,1.0092020799463963,52533505.0,0.6931328872878366,0.004771943413171442,0.021416724436623322
2025-04-02,2025-04-02,00:00:00,220.77959080525144,224.6401362151353,220.4803202973195,223.3433074951172,35905900,1d,2,221.6494567871094,220.3945281982422,220.16808471679687,229.51099822998046,220.16808471679687,234.78080400677604,205.5553654268177,70.04228548744811,-2.568471551093751,-3.7190889920166574,1.1506174409229066,51967420.0,0.6909309717511471,0.0031363286964034565,0.018625209613262018
2025-04-03,2025-04-03,00:00:00,205.03811566571247,206.9833664271943,200.75859747782033,202.69386291503906,103419000,1d,3,217.52754821777344,219.30619201660156,218.56500854492188,229.1041110229492,218.56500854492188,233.47129071251777,203.658726377326,40.16048377174563,-3.838283419451045,-3.742927896208438,-0.0953555232426071,54879850.0,1.8844621477646166,-0.09245607048480542,0.03071019941034499
2025-04-04,2025-04-04,00:00:00,193.4165691841804,199.39194860307396,186.88255957870848,187.92002868652344,125910900,1d,4,211.63796691894532,216.32449188232422,216.0366973876953,228.40513458251954,216.0366973876953,233.62765582234908,198.44573895304154,30.77732095442009,-5.959857400178038,-4.186314075320373,-1.7735433248576644,58861715.0,2.1390966946851617,-0.07288742745362853,0.0665676198104081
2025-04-07,2025-04-07,00:00:00,176.76731422169505,193.6759230716255,174.19361217758157,181.0169219970703,160466300,1d,0,203.523828125,212.4070816040039,213.74131622314454,227.58563415527342,213.74131622314454,236.55549732213106,190.927135124158,28.387554343626377,-8.10116429976182,-4.96928451339147,-3.13187978637035,63281470.0,2.53575493742481,-0.0367342786061855,0.10762701453049371
2025-04-08,2025-04-08,00:00:00,186.244123618335,189.87523506652792,168.79683943762106,171.99899291992188,120859500,1d,1,193.39462280273438,207.28661499023437,211.32622756958008,226.4446762084961,211.32622756958008,240.5442994490536,182.10815569010657,22.809251889919878,-10.401504428850984,-6.055728932945591,-4.345775495905393,65517575.0,1.8446882382322607,-0.049818154997102404,0.12254952933777001
2025-04-09,2025-04-09,00:00:00,171.53013119082922,200.1201531468693,171.47028013366514,198.3644561767578,184395900,1d,2,188.3988525390625,205.02415466308594,210.42194137573242,225.6636215209961,210.42194137573242,240.0883414690308,180.75554128243402,42.67038216373202,-9.993031013823128,-6.8431896022012,-3.149841411621928,71609995.0,2.5750022744729977,0.15328847459654016,0.14443047693824218
2025-04-10,2025-04-10,00:00:00,188.6083530498886,194.30440235729913,182.55316692796467,189.95504760742188,121880000,1d,3,185.85108947753906,201.68931884765624,209.46129302978517,224.6924563598633,209.46129302978517,240.51071764329515,178.41186841627518,37.14101966137472,-10.226561647387626,-7.5198641852183465,-2.70669746216928,74635580.0,1.6330013111708919,-0.042393726837042345,0.061863243842936004
2025-04-11,2025-04-11,00:00:00,185.64558871717136,199.05275825525484,185.60567786476867,197.66615295410156,87435900,1d,4,187.8003143310547,199.719140625,208.69616470336913,223.91078857421874,208.69616470336913,240.13342725296928,177.258902153769,40.058116166601295,-9.680581028445289,-7.952007642750488,-1.7285733856948005,76001995.0,1.150442169314108,0.04059436926686022,0.06802925128819912
2025-04-14,2025-04-14,00:00:00,210.9237150406947,212.42005238891582,200.66881763194172,202.02549743652344,101352900,1d,0,192.0020294189453,197.76292877197267,208.1235664367676,223.2479946899414,208.1235664367676,239.61128042846133,176.63585244507385,40.76233627968011,-8.796171823606898,-8.120840506703296,-0.6753313169036019,78665970.0,1.288395731979152,0.02205407661995684,0.05816708735325028
2025-04-15,2025-04-15,00:00:00,201.36710824854455,203.01307326666696,199.31214069618733,201.64642333984375,51343900,1d,1,197.9315155029297,195.66306915283204,207.59735488891602,222.73685424804688,207.59735488891602,239.1519796052513,176.04273017258072,41.42567275892339,-8.033110990604087,-8.103294601173705,0.07018361056961808,79111545.0,0.6490064124016286,-0.001876367594633943,0.01835357408865264
2025-04-16,2025-04-16,00:00:00,197.8756484915953,200.2099310657198,191.9002692932641,193.79563903808594,59732400,1d,2,197.01775207519532,192.70830230712892,206.55141525268556,221.97323699951173,206.55141525268556,238.49710239242688,174.60572811294423,37.53161389506528,-7.967692256710876,-8.07617412942502,0.10848187271414389,79378895.0,0.7524972475366406,-0.038933417075920684,0.04287847659369991
2025-04-17,2025-04-17,00:00:00,196.71848747425943,198.34451232255947,193.9452767059697,196.4990234375,52164700,1d,3,198.32654724121093,192.088818359375,205.69750518798827,221.27026397705077,205.69750518798827,237.76522378750977,173.62978658846677,40.9343054739318,-7.610664382445464,-7.983072172185283,0.37240778973981925,79543985.0,0.6557969153795853,0.013949665806890499,0.022388078778361117
2025-04-21,2025-04-21,00:00:00,192.79807124065385,193.32677585155812,189.3465132845993,192.68833923339844,46742500,1d,0,197.33098449707032,192.5656494140625,204.44507064819337,220.47613037109375,204.44507064819337,236.48952868533163,172.4006126110551,37.4010530482187,-7.547214822481294,-7.8959006963691385,0.34868587388784444,77174720.0,0.6056711316866455,-0.019392891310289984,0.02065647865768171
2025-04-22,2025-04-22,00:00:00,195.64111763020085,201.097762433896,195.49148998245192,199.25228881835938,52976400,1d,1,196.7763427734375,194.3891860961914,203.39813385009765,219.92468048095702,203.39813385009765,234.63452629010646,172.16174141008884,40.26890683333265,-6.889352132211911,-7.694590972683094,0.8052388404711825,77608565.0,0.6826102247864009,0.034065110587777614,0.0281365523311746
2025-04-23,2025-04-23,00:00:00,205.49700887470834,207.4921254657249,202.30482537338813,204.10043334960938,52929200,1d,2,197.26714477539062,197.59933013916014,202.44297256469727,219.46480682373047,202.44297256469727,232.2656793654359,172.62026576395866,42.26234572408275,-5.9096952506050116,-7.337611812868856,1.4279165622638441,78530345.0,0.6739967843003873,0.02433168803229968,0.02541542909637684
2025-04-24,2025-04-24,00:00:00,204.38970763388747,208.32008954356945,202.44447210591895,207.8612060546875,47311000,1d,3,200.08025817871095,198.54900512695312,201.78657989501954,218.98099090576173,201.78657989501954,230.44575178266751,173.12740800737157,52.404377489686965,-4.775548488610212,-6.825199130334415,2.0496506417242024,79172590.0,0.5975679209180854,0.018426088780694405,0.02826702273681916
2025-04-25,2025-04-25,00:00:00,205.86608387594285,209.2378355121778,205.69650080604464,208.76898193359375,38222300,1d,4,202.53424987792968,200.4303985595703,201.0598587036133,218.43053833007812,201.0598587036133,228.11388380411003,174.00583360311654,61.13834101645451,-3.760307683205127,-6.212220823986074,2.451913140780947,79228965.0,0.48242836442455106,0.004367221263343435,0.01696293517041538
2025-04-28,2025-04-28,00:00:00,209.48723454234343,210.98357193193158,206.95344326011445,209.62689208984375,38743100,1d,0,205.92196044921874,201.62647247314453,200.67280654907228,217.80427124023439,200.67280654907228,226.95494303760847,174.39067006053608,66.34001446997655,-2.8537544339059764,-5.5405275311353135,2.686773097229337,79175190.0,0.48933384308897776,0.004109375580146679,0.01922524649218124
2025-04-29,2025-04-29,00:00:00,208.18042396697467,211.72175863443914,207.86119803545407,210.69427490234375,36827600,1d,1,208.21035766601562,202.49335021972655,200.1281394958496,217.13810180664063,200.1281394958496,224.99889233996993,175.2573866517293,74.3075522156297,-2.0259988684925645,-4.837621786187494,2.8116229176949297,77751605.0,0.47365710328423444,0.005091821959763321,0.018323044614166353
2025-04-30,2025-04-30,00:00:00,208.78894157113288,213.0584895980106,206.16535854293033,211.9811248779297,52286500,1d,2,209.7864959716797,203.52682037353514,199.5949447631836,216.50026306152344,199.5949447631836,222.83705985802408,176.35282966834313,62.48855938678873,-1.2519253063664735,-4.120482480086686,2.8685571737202125,78545295.0,0.665685958656085,0.006107664653832723,0.032517664292279334
