Date,Date,Time,Open,High,Low,Close,Volume,Level,Dividends,Stock_Splits,Weekday,MA5,MA10,MA20,MA50,BB_Middle,BB_Upper,BB_Lower,RSI,MACD,MACD_Signal,MACD_Histogram,Volume_MA,Volume_Ratio,Price_Change,High_Low_Range
2023-01-01 00:00:00-05:00,2023-01-01,00:00:00,128.46817031864887,145.18244046948183,122.44314263663733,142.2833251953125,1443652500,1mo,0.0,0.0,6,,,,,,,,,0.0,0.0,0.0,,,,0.15981702565378084
2023-02-01 00:00:00-05:00,2023-02-01,00:00:00,141.96782272982938,155.19133461818615,139.3546820717662,145.3599853515625,1307198900,1mo,0.23,0.0,2,,,,,,,,,0.06902763171075321,0.03834868428375179,0.030678947427001425,,,0.021623476623326532,0.10894781330720402
2023-03-01 00:00:00-05:00,2023-03-01,00:00:00,145.0090976709294,162.95376161088404,142.115426067972,162.85499572753906,1520266600,1mo,0.0,0.0,2,,,,,,,,,0.630474128790155,0.281023046786376,0.34945108200377895,,,0.12035644014178826,0.1279563789235864
2023-04-01 00:00:00-04:00,2023-04-01,00:00:00,162.2328174284371,167.74361912541863,157.7984945302835,167.57571411132812,969776400,1mo,0.0,0.0,5,,,,,,,,,1.0408194210710349,0.5384066424112603,0.5024127786597745,,,0.028987249440520335,0.05934705185578461
2023-05-01 00:00:00-04:00,2023-05-01,00:00:00,167.18067285671503,177.12579698404835,162.27230710667072,175.0518341064453,1275364700,1mo,0.24,0.0,0,158.6251708984375,,,,,,,,1.5393750667035988,0.8361721184620512,0.7032029482415476,,,0.04461338586419794,0.08485195229857194
2023-06-01 00:00:00-04:00,2023-06-01,00:00:00,175.73900924574733,192.3338342950544,174.9775022661119,191.8294677734375,1297383300,1mo,0.0,0.0,3,168.5343994140625,,,,,,,,2.527560927514685,1.2946325251139272,1.2329284024007576,,,0.09584380393746716,0.09047792411873547
2023-07-01 00:00:00-04:00,2023-07-01,00:00:00,191.64154055730538,196.04242958614537,184.5407826553299,194.28207397460938,996114000,1mo,0.0,0.0,5,178.31881713867188,,,,,,,,3.2288649835718672,1.784135159723106,1.4447298238487611,,,0.012785346431073652,0.05920076255886898
2023-08-01 00:00:00-04:00,2023-08-01,00:00:00,194.07439592890194,194.55897886859566,170.06233944528825,185.7967529296875,1322657800,1mo,0.24,0.0,1,182.90716857910155,,,,,,,,3.2436347799343253,2.1348803643563037,1.1087544155780216,,,-0.04367526489361451,0.13184643454225417
2023-09-01 00:00:00-04:00,2023-09-01,00:00:00,187.65197041373793,188.13720778931696,165.99409706395355,169.54928588867188,1337823000,1mo,0.0,0.0,4,183.3018829345703,,,,,,,,2.398413317911036,2.195757784021171,0.2026555338898648,,,-0.08744752954409418,0.1305998465832693
2023-10-01 00:00:00-04:00,2023-10-01,00:00:00,169.55918794053392,180.5713204515167,164.06301924637233,169.11355590820312,1172816900,1mo,0.0,0.0,6,182.11422729492188,170.36969909667968,,,,,,,1.741497532998892,2.093977118020798,-0.3524795850219058,,,-0.0025699310863205316,0.0976166642377579
2023-11-01 00:00:00-04:00,2023-11-01,00:00:00,169.34130083930168,191.0585726937646,168.46983199953323,188.10748291015625,1099651600,1mo,0.24,0.0,2,181.3698303222656,174.95211486816407,,,,,,,2.2542890057127067,2.1290524430359095,0.12523656267679728,,,0.11231463320576895,0.12008422176921156
2023-12-01 00:00:00-05:00,2023-12-01,00:00:00,188.73212321217747,197.9441241613239,185.8762968518272,190.9136505126953,1063181200,1mo,0.0,0.0,4,180.6961456298828,179.50748138427736,,,,,,,2.75371834565874,2.2632044814428696,0.4905138642158704,,,0.014917894594758563,0.06321091905732659
