Date,Date,Time,Open,High,Low,Close,Volume,Level,Dividends,Stock_Splits,Weekday,MA5,MA10,MA20,MA50,BB_Middle,BB_Upper,BB_Lower,RSI,MACD,MACD_Signal,MACD_Histogram,Volume_MA,Volume_Ratio,Price_Change,High_Low_Range
2023-01-03 00:00:00-05:00,2023-01-03,00:00:00,128.46818597294893,129.07955877586164,122.44315755676651,123.33064270019531,112117500,1d,0.0,0.0,1,,,,,,,,,0.0,0.0,0.0,,,,0.05380983244551457
2023-01-04 00:00:00-05:00,2023-01-04,00:00:00,125.1253349737568,126.87072372434358,123.34050912530462,124.60270690917969,89113600,1d,0.0,0.0,2,,,,,,,,,0.028539902124649075,0.015855501180360596,0.01268440094428848,,,0.010314259142203852,0.028331764907900885
2023-01-05 00:00:00-05:00,2023-01-05,00:00:00,125.3619828345772,125.9930816643783,123.02494756660151,123.28132629394531,80962700,1d,0.0,0.0,3,,,,,,,,,-0.004610433709572703,0.0074678229467813745,-0.012078256656354078,,,-0.010604750474622504,0.024076104524538657
2023-01-06 00:00:00-05:00,2023-01-06,00:00:00,124.25756397513359,128.47803270861587,123.15313725839339,127.81735229492188,87754700,1d,0.0,0.0,4,,,,,,,,,0.14419662479319584,0.05378516774570226,0.09041145704749358,,,0.03679410448717202,0.04166019209923847
2023-01-09 00:00:00-05:00,2023-01-09,00:00:00,128.65553802002677,131.55465346679887,128.08360234953716,128.33998107910156,70790800,1d,0.0,0.0,0,125.47440185546876,,,,,,,,0.24281705477213222,0.11001788044989964,0.1327991743222326,,,0.004088871931674731,0.02704575057652804
2023-01-10 00:00:00-05:00,2023-01-10,00:00:00,128.44846138243565,129.43455432577363,126.33822308555574,128.91192626953125,63896200,1d,0.0,0.0,1,126.59065856933594,,,,,,,,0.32199386555025455,0.16747515804887692,0.15451870750137764,,,0.004456484920916104,0.02401896651318382
2023-01-11 00:00:00-05:00,2023-01-11,00:00:00,129.42470644063985,131.65327120715185,128.64569958998982,131.63356018066406,69458900,1d,0.0,0.0,2,127.99682922363282,,,,,,,,0.4905190958638883,0.24922896068180403,0.24129013518208428,,,0.021112351586790812,0.02284806103423933
2023-01-12 00:00:00-05:00,2023-01-12,00:00:00,132.01815247276784,132.39285762882386,129.6120828388038,131.5546875,71379600,1d,0.0,0.0,3,129.65150146484376,,,,,,,,0.5918823715690422,0.3315750189168273,0.26030735265221494,,,-0.0005991836774437154,0.021137785683387946
2023-01-13 00:00:00-05:00,2023-01-13,00:00:00,130.19384999657817,133.04365799858422,129.82900042275443,132.88587951660156,57809700,1d,0.0,0.0,4,130.6652069091797,,,,,,,,0.7191140727248637,0.42109846293764375,0.29801560978721997,,,0.010118925002969403,0.02419111486881629
2023-01-17 00:00:00-05:00,2023-01-17,00:00:00,132.9549052915621,135.38068535895238,132.26464328240974,134.04946899414062,63646600,1d,0.0,0.0,1,131.8071044921875,128.64075317382813,,,,,,,0.8588422651312442,0.5191784856218545,0.33966377950938964,,,0.008756306401943137,0.023245463782320876
